,having_IP_Address1,having_IP_Address2,URL_Length1,URL_Length2,Shortining_Service1,Shortining_Service2,having_At_Symbol1,having_At_Symbol2,double_slash_redirecting1,double_slash_redirecting2,Prefix_Suffix1,Prefix_Suffix2,having_Sub_Domain1,having_Sub_Domain2,SSLfinal_State1,SSLfinal_State2,Domain_registeration_length1,Domain_registeration_length2,Favicon1,Favicon2,port1,port2,HTTPS_token1,HTTPS_token2,Request_URL1,Request_URL2,URL_of_Anchor1,URL_of_Anchor2,Links_in_tags1,Links_in_tags2,SFH1,SFH2,Submitting_to_email1,Submitting_to_email2,Abnormal_URL1,Abnormal_URL2,Redirect1,Redirect2,on_mouseover1,on_mouseover2,RightClick1,RightClick2,popUpWidnow1,popUpWidnow2,Iframe1,Iframe2,age_of_domain1,age_of_domain2,DNSRecord1,DNSRecord2,web_traffic1,web_traffic2,Page_Rank1,Page_Rank2,Google_Index1,Google_Index2,Links_pointing_to_page1,Links_pointing_to_page2,Statistical_report1,Statistical_report2,Result
11,-0.0035980418,-0.0024603289,1.0107448,1.029267,-0.010257345,-0.011315629,0.009548608,0.009180156,0.0034261642,0.009776721,1.0589385,1.0585855,1.054447,1.0273703,1.0458411,1.0104574,1.017377,0.9869832,-0.003967541,-0.0021537305,-0.0068076383,-0.0016798205,-0.006642194,-0.009181058,1.0019668,1.0354712,0.031868413,1.028003,0.012754452,0.9742183,1.0244601,1.0187774,0.0052776495,-0.0006469041,-0.004060806,0.0010563019,-0.007380672,1.0641408,0.007756872,0.008828029,0.016065706,0.0014065378,0.0041014105,0.00039789453,0.0010635084,-0.004170488,1.0601836,1.0111338,-0.014571876,-0.0053573567,0.009287588,-0.027094804,1.069745,0.9854055,0.006534876,0.0038897293,-0.004541369,0.98777103,-0.0005890366,-0.010740269,-1.0329261
12,-0.0046543367,-0.0019691354,0.94948053,0.97149783,-0.005402704,-0.0045830943,-0.0023293686,-0.0035969894,0.01129213,0.0012270967,0.9660427,0.9185538,-0.003257608,0.9019666,0.9720207,0.96803534,0.9752015,0.96412027,-6.210664e-05,-0.002026202,0.0013036523,-0.0054255254,-0.0012898198,-0.0025274754,0.94696504,0.9390772,0.0026754886,0.9526534,0.92793185,0.9031714,0.9245549,0.9448887,0.00018848595,-0.0046048984,-0.0057869703,0.0086677065,-0.0065357955,-0.030472696,-0.0016144644,0.0041118357,0.0010622339,-0.004296226,0.00354209,0.005845584,0.0047754166,0.012142224,0.9868736,0.94741577,-0.0026918342,-0.0057009086,0.0021407604,-0.01086355,0.95247674,0.91179127,0.0037346743,-0.004510585,-0.003813913,0.96617913,-0.003460619,-0.0025470434,-1.0026586
13,-0.015242383,-0.028728615,1.1137974,1.1059203,-0.02674476,-0.00094761327,-0.014527919,-0.0077512776,0.01312211,-0.008431435,1.0882126,1.0282751,-0.017996421,1.0753095,0.95436865,1.0777488,1.0914166,1.0375743,0.00818429,-0.021179901,0.011357414,0.010543093,-0.00055754883,0.018021751,0.004666537,0.012673237,1.0644269,1.0943258,0.022608448,1.0584953,1.0971922,1.051353,-0.021251995,-0.011423307,-0.008413973,0.0032042083,-0.0061686644,1.0153761,-0.00652372,0.013136145,0.015226099,0.005528322,-0.015638435,0.035569634,0.0055301427,0.032125857,1.0143741,1.0186545,0.0025346866,-0.015753595,1.0367072,1.0615528,1.0111809,1.0606276,0.00265997,0.011554056,0.020162484,1.1003182,0.002904103,0.01627406,-1.106597
14,-0.004214119,-0.010644951,1.0835276,1.0098593,-0.013472246,-0.0026737321,-0.013651909,-0.00030976813,0.010210974,0.002658859,1.0233219,1.0384016,-0.0009876667,0.9711915,1.0375334,1.0446385,1.0517578,1.0790975,0.0026940885,-0.0063380934,0.007807607,0.0052115167,-0.0048267297,0.001861887,-0.0031535272,0.0056787943,0.98366827,1.0895927,-0.00415714,0.9359794,1.0039304,1.0033473,-0.008066572,-0.011724004,0.0007835332,0.006981133,-0.001398288,1.0064183,0.0049852487,0.0054721367,0.009689321,0.00029404322,-0.009761934,0.0013159886,0.0057258676,0.008239144,1.0288442,1.0774806,-0.002352194,-0.0075135995,-0.00047056377,-0.004460424,0.993276,0.9888045,0.0014004352,-0.0025813757,-0.009645166,1.0177596,0.00761946,0.0018832423,-1.0575075
15,-0.003069885,-0.003307839,1.0645005,1.0847119,-0.010140752,-0.014267802,0.009584192,0.010083932,0.00764098,0.010259695,1.1130062,1.1204348,1.0922793,1.0713387,1.1030148,1.0674803,1.0596398,1.0391581,-0.0020179846,-0.0004654427,-0.010626791,-0.004007757,-0.0042138617,-0.009696925,1.0564058,1.0796443,0.038635496,1.0819029,0.015022975,1.0231478,1.0722818,1.069584,0.0021163088,-0.0036276989,-0.004569127,-0.001858857,-0.0091230525,1.1007091,0.009132871,0.012349812,0.013619377,0.0018718601,0.005348757,0.0039671324,-0.0023209988,-0.001870492,1.1127511,1.0736423,-0.0097956,-0.004469772,0.013242066,-0.022387266,1.123341,1.0353749,0.009388996,0.004926541,-0.0025779027,1.0388358,-0.00016358146,-0.012306487,-1.0859947
16,-0.0036392137,-0.0036507472,0.9503082,0.96585405,-0.004698227,-0.0061007105,-0.0045982343,-0.0018832134,0.013326487,0.002407141,0.9595056,0.920228,-0.0033164378,0.92490286,0.9711269,0.9656233,0.97779226,0.97006786,0.0029027849,-0.0012149119,0.0019299146,-0.002576401,-0.0019517611,-0.002670723,0.94771993,0.9471014,0.005115941,0.9454632,0.9441541,0.9018861,0.94186467,0.93603575,-0.00031438912,-0.0042418316,-0.0039073573,0.011153295,-0.004158673,-0.030274317,0.0003166832,0.0043396875,0.0035649128,-0.0057728156,-0.0007182078,0.0039071254,0.0021726745,0.010284731,0.99523723,0.94523513,-0.0031460067,-0.0070512313,0.0051066168,-0.015332602,0.95625705,0.909243,0.004092945,-0.0023311675,-0.0035911985,0.9655255,-0.0057936413,-0.0010799374,-1.0002055
17,-0.00256126,-0.010070949,0.9352627,0.9548776,-0.0068682395,-0.0073109753,0.0018853457,0.0010335632,0.0026196053,0.010319665,0.97909784,0.9754863,0.969117,0.9484179,0.9833368,0.9583704,0.9480062,0.9392457,0.0023046578,0.0013406526,-0.002784647,0.006604253,-0.0030323523,-0.0042877374,0.9609118,0.9827072,0.0064465404,0.9586609,-0.0041923625,0.9041206,0.9403744,0.9377465,0.0021951788,-0.007140115,-0.00764257,0.0045071724,-0.0012838633,0.96660066,0.0011672359,0.0070495196,0.009537107,0.008534538,0.0054797586,-0.00027251616,0.00037348503,-0.0002815402,0.9921397,0.9568608,-0.0037020342,-0.006011447,0.0042827465,-0.0198832,0.9757803,0.91629213,0.010484339,0.008808107,-0.004525723,0.9315121,-0.0009691848,-0.006138607,-0.95601046
18,-0.0055627376,-0.009824299,0.91651094,0.945826,-0.0051848013,-0.0077262465,-0.007970594,0.0011582272,0.0071960725,0.0017517088,0.95656294,0.94722605,0.9158207,0.91165555,0.9687743,0.95188403,0.9206588,0.9283673,-0.0051327483,0.007038159,0.0018335469,0.0051160823,-0.0038717068,-0.004746901,0.9442279,0.9642133,0.0030607209,0.9339222,-0.00053718966,0.89536196,0.9069386,0.9133774,0.004103666,-0.00969944,-0.0069064964,0.006774004,-0.003392616,0.9188026,-0.00020650029,0.004795363,0.0017669527,0.008118825,0.0029759242,-0.0056672134,-0.00025991024,-6.8459194e-05,0.97489715,0.9410931,0.001874079,-0.0036344882,0.0048186295,-0.009396616,0.9412607,0.8981282,0.013559079,0.008034482,0.0033758394,0.9245423,0.0025970477,0.0004835399,-0.93714684
19,-0.008288287,-0.0006189002,0.95685565,0.86091936,-0.003136512,-0.00035288557,-0.00940322,0.012864389,0.009219079,-0.0030303672,0.8964576,0.8775598,-0.028200975,0.8254361,0.90817785,0.9155135,0.9224402,0.9178494,0.008285675,-0.010269036,0.0014805477,0.0016136593,0.0018888083,0.00036619604,0.011495966,0.016967498,0.7745529,0.93136144,0.02911086,0.8137991,0.8851943,0.8897153,-0.0033989071,-0.016240515,-0.0048906626,0.003405604,-0.011932117,0.7984718,-0.001360666,-0.0023830775,-0.0011911998,0.00122265,-0.009596863,-0.008625012,0.009307088,0.008351205,0.8792051,0.93195856,0.00056584645,0.005832605,0.0035092272,-0.0056011826,0.8372345,0.84013957,0.0041923802,-0.012510828,-0.00023566745,0.87741613,0.0057060653,-0.004172845,-0.91139627
20,-0.008590128,-0.014919358,0.9033147,0.92894864,-0.0041270973,-0.0071839374,-0.01611413,0.0016959375,0.003091933,0.004836619,0.94566315,0.9285921,0.878961,0.9071733,0.9448441,0.9400451,0.9185245,0.91843975,-0.005374799,0.006942332,0.0046488717,0.002868203,-0.0035923938,-0.0031939698,0.91765654,0.9356269,0.013433255,0.92090213,0.0005370276,0.88536376,0.8964484,0.89636546,0.00317108,-0.012873927,-0.0009843238,0.0066154893,-0.0058759833,0.90080345,-0.00406087,0.0043030195,0.00016246643,0.007992974,0.00975699,-0.006569218,-0.00056044245,-0.0019999263,0.97221935,0.9210919,-0.00093033444,-0.0048048757,0.011213418,-0.015537482,0.927091,0.8936565,0.011366264,0.010271204,0.0024887752,0.9122585,0.006334218,0.006361571,-0.92991036
21,-0.0041867644,-0.010799979,1.0042756,0.93370783,-0.014170019,0.0006898958,-0.009904163,-0.0023277877,0.010179068,-0.00091513805,0.9491165,0.95484066,-0.0010873983,0.9143126,0.9599083,0.9739365,0.99186945,0.99817353,0.0023346483,-0.0076719876,0.0089083,0.004488396,-0.00085828407,0.002073017,0.0029344056,0.0063410634,0.90788835,1.0012596,-0.011562043,0.86784774,0.9355664,0.92991734,0.00051828544,-0.020608634,0.0027846452,0.005260267,-0.0010372514,0.9365072,-0.004413575,0.00446192,0.01207972,-0.00077439984,-8.989661e-05,0.003984973,0.0017842962,0.0062334896,0.95958006,1.0079618,0.0038389955,-0.005672641,-0.0008389987,-0.0069657415,0.9214171,0.91903585,-0.0005588551,0.0012420872,-5.7393685e-05,0.9418373,0.0058521545,0.0014923103,-0.97384685
22,-0.011227224,-0.011640408,0.9478894,0.86693776,-0.0065296683,-0.0004396867,-0.01073293,0.008763001,0.009020614,-0.0013760664,0.8894352,0.881948,-0.023163613,0.82436764,0.8883325,0.9245513,0.904293,0.9243888,0.00384907,-0.0072467634,0.00058926083,0.0034857593,0.0029510767,0.006198965,0.0039931163,0.008763694,0.7785274,0.93155736,0.028085377,0.82131827,0.8938021,0.88850856,-0.008543135,-0.009683061,-0.0015220541,0.002075506,-0.008314444,0.8135308,-0.008844731,-0.003051132,0.0006921673,-0.0013462058,-0.014927385,-0.0046240147,0.007919677,0.009080771,0.88661814,0.91969067,-0.0029334011,0.0017680153,-0.009362154,-0.009003479,0.835812,0.8406308,0.0060720006,-0.011134687,0.0013553388,0.87561476,0.0017032854,0.0060907453,-0.92005235
23,-0.006905429,-0.010734342,0.93173563,0.95877385,-0.0046994025,-0.007852353,-0.008785006,0.0015608119,0.0065280125,0.003292296,0.9736554,0.9631176,0.9288168,0.92957276,0.9813875,0.9676419,0.9367208,0.9407734,-0.004901618,0.0063230763,0.0016766842,0.0054635857,-0.0050590127,-0.005307317,0.9564151,0.97490007,0.007380478,0.9492015,-0.0018900363,0.90851027,0.923891,0.9265944,0.0046556946,-0.010500869,-0.0063455375,0.006705675,-0.00385673,0.9332776,0.00040559657,0.005496785,0.002391872,0.007916817,0.0060805455,-0.005447168,-0.00039152475,0.00017396593,0.994105,0.9556177,0.0024201153,-0.0042228373,0.006124664,-0.012492631,0.95911247,0.9132246,0.013453369,0.008576541,0.0035514422,0.936748,0.0038490172,0.0008688159,-0.9548029
24,-0.020131644,-0.030904058,1.0445322,1.0704271,-0.0050967503,-0.0011343099,-0.013389688,-0.02072085,0.025799777,-0.00036397204,1.0333453,1.0413027,0.0046432223,1.0401722,0.9319875,1.0284523,1.0534931,1.0282495,0.013105489,-0.021235874,0.021027554,0.0031799194,0.006646929,0.018290188,0.008279577,0.024074614,1.0636361,1.043544,0.023015853,1.0399544,1.0350391,0.99824405,-0.03586187,-0.019715492,-0.0069996314,0.00049960753,0.009799252,1.0348485,0.0031773038,0.015887268,0.016734682,0.02349421,0.0015812239,0.009776872,-0.001979413,0.002074907,0.9947469,1.0069292,-0.014274075,-0.009962851,0.9978722,1.0070138,1.004304,1.0302951,-0.0010089997,-0.00737078,-0.004702134,1.0822829,0.00064576487,0.022100579,-1.0766397
25,-0.0028115138,-0.0052111885,1.0244902,1.0450002,-0.0073532034,-0.010460507,0.007258124,0.0065574152,0.0060141888,0.01214494,1.0735104,1.0770195,1.0619428,1.0388923,1.0674579,1.0360646,1.0304621,1.0092192,-0.0015738183,0.0009245889,-0.0077252258,0.00089577725,-0.005619354,-0.0072505455,1.0329161,1.0532371,0.027850166,1.0455608,0.0044169473,0.9867006,1.0330976,1.0300058,0.0030489669,-0.0032861196,-0.0058903163,0.001432843,-0.0042000758,1.064531,0.0059225988,0.010665454,0.01346551,0.0046569244,0.008049693,0.002137553,-0.00050357217,0.0003229105,1.0796705,1.037762,-0.006269823,-0.004779784,0.011198208,-0.021394044,1.0822436,1.0007954,0.00964626,0.008022432,-0.003684815,1.007199,0.0010008567,-0.012222818,-1.046945
26,-0.018320546,-0.021107148,1.0223871,0.9499048,-0.007775098,-0.0018458478,-0.021180283,0.015343762,0.009377471,0.0102866925,0.96253043,0.9535924,-0.031218424,0.9149486,0.9313117,1.0272661,0.97717524,0.9970134,0.0067621986,-0.010146123,-0.013124106,-0.0071935533,0.013283387,0.012799496,0.09311809,0.08918837,0.7541527,1.0031414,0.13932581,0.9045389,1.0080612,0.95095694,-0.0034796426,-0.0019340673,0.008219403,0.01076118,-0.004499118,0.7849144,-0.0272834,-0.0060076313,-0.010448259,-0.0015614084,-0.0043677716,0.01095492,0.0024648332,0.0055526798,0.98378015,0.9629315,0.0062518725,0.002545217,-0.006629728,-0.006604854,0.90962267,0.93145263,0.011069885,-0.011438209,0.015509499,0.96188605,0.009407279,0.0044995025,-1.0174507
27,-0.015181966,-0.026018385,1.040937,1.0574455,-0.008124005,0.00032187067,-0.0151711125,-0.023804583,0.02283474,-0.0021981634,1.0285503,1.0223174,0.0042853598,1.0309365,0.9309229,1.0337933,1.0572261,1.0204875,0.015843634,-0.021094484,0.019385662,0.0050926874,0.005192812,0.01676346,0.0043031834,0.023823194,1.0476533,1.0410597,0.014143811,1.0273525,1.0337341,0.98755574,-0.03289978,-0.0155294,-0.005889277,0.0017543207,0.007196284,1.018515,0.0034134146,0.015921094,0.015824992,0.019620309,-0.0015617923,0.013167167,0.0052249595,0.0028861896,0.987329,1.0021181,-0.0120959645,-0.01086336,0.983095,0.98974466,0.9961641,1.0281008,0.0035324534,-0.0045522554,0.00041124038,1.0726866,0.0035531789,0.02020382,-1.0735996
28,-0.018671915,-0.030797657,1.1645349,1.1006339,-0.020470552,0.0018823016,-0.017472066,-0.009485993,0.01538023,0.007817198,1.0967642,1.155984,-0.009477129,1.0837306,1.0829837,1.1487451,1.1118569,1.1698277,0.0078033856,-0.016043175,0.009952715,0.0061874758,0.0032163826,0.010102397,0.0032318514,0.012915811,1.0805264,1.1739025,0.008122099,1.0248077,1.087374,1.0834558,-0.013533092,-0.012220634,0.0028649722,0.012352232,0.0011119547,1.0958647,0.004276896,0.0056200065,0.020478912,0.00085545937,-0.007890381,0.0025940929,0.0049455813,0.011064613,1.113638,1.1348586,-0.00087423716,-0.0059523713,-0.0129436925,0.008546852,1.0862979,1.1027211,-0.003195554,0.005031514,-0.0050759893,1.1062742,0.004039404,0.005807793,-1.1725386
29,-0.01213491,-0.03643713,1.1569885,1.1047884,-0.01892785,0.005827505,-0.017622018,-0.008842538,0.014736887,0.007297892,1.0946654,1.1552812,-0.0041030115,1.0910592,1.0835786,1.1500593,1.1134028,1.1596687,0.0045462153,-0.015587402,0.01424876,0.0083332695,0.005173296,0.008896356,0.0037615933,0.016608613,1.0939345,1.1716675,0.005664585,1.022193,1.0836028,1.082535,-0.0086943265,-0.021117304,0.0053308904,0.009050889,0.0042256024,1.1003741,0.0018952508,0.006881742,0.022075191,0.0011544251,-0.0068391543,0.007265538,0.0023569944,0.012860715,1.1113279,1.13731,-0.0041848077,-0.006889602,-0.008288063,0.008351132,1.1001223,1.1079029,-0.0053528342,0.0039889626,-0.009928146,1.1047509,0.005708414,0.006662745,-1.1696942
30,-0.010655548,-0.02261154,1.0790857,1.0170563,-0.017922089,0.001536876,-0.01181687,-0.0041769957,0.0111973025,0.0019572154,1.0177494,1.0503584,-0.0071076388,0.99917984,1.0206629,1.058338,1.0525156,1.0830493,0.0032688281,-0.011394157,0.009631304,0.00686991,0.0015755952,0.008053102,-0.00029605627,0.006828272,1.0018756,1.0843505,-0.00822723,0.9442086,1.0045733,1.0004156,-0.0066681746,-0.0201376,0.0055090035,0.008655845,0.0016178859,1.0167937,-0.0025428627,0.00315338,0.017525312,-0.0006015948,-0.0042491993,0.0041408762,0.0026991875,0.0117999,1.0304233,1.065753,0.0015497953,-0.006369287,0.00010224432,0.005501829,1.0001155,1.0091004,-0.005191896,0.0008064108,-0.0055691395,1.0258752,0.009903013,0.0054707695,-1.0712168
31,-0.0055120066,-0.028394882,1.0961764,1.0429847,-0.014392529,0.0011536069,-0.013041953,-0.0074613793,0.01178655,0.0046235323,1.0346533,1.0832902,-0.0016951449,1.0202723,1.0386378,1.068742,1.070106,1.1039973,0.007361756,-0.009190505,0.010112332,0.007851448,-0.0028819977,0.004463028,0.0017462503,0.01602614,1.0436559,1.1215343,0.0064970525,0.96653587,1.0114958,1.0394363,-0.015146977,-0.021044351,0.00059166865,0.011745939,0.0055511715,1.0436096,0.0018365588,0.009408055,0.016868275,0.005340612,-0.008273875,0.0014887564,-0.003652092,0.00988487,1.0480373,1.1001263,-0.0064853085,-0.0118862875,-0.0051227286,0.0055293217,1.0351969,1.037968,-0.0048418436,-0.00490597,-0.009393429,1.0525166,0.010402196,0.007953877,-1.0850484
